vung,ds,du_bao
MISO,2026-09-13 16:00:00,91633.2331948094
MISO,2026-09-13 17:00:00,98719.63608552952
MISO,2026-09-13 18:00:00,104998.57797068915
MISO,2026-09-13 19:00:00,109252.69160290559
MISO,2026-09-13 20:00:00,111801.45435986825
MISO,2026-09-13 21:00:00,113324.69655420823
MISO,2026-09-13 22:00:00,112369.09967440632
MISO,2026-09-13 23:00:00,109770.08040042521
MISO,2026-09-14 00:00:00,102498.47358567166
NYIS,2026-09-07 01:00:00,17310.546148108213
NYIS,2026-09-07 02:00:00,16499.75772566523
NYIS,2026-09-07 03:00:00,15774.503992014115
NYIS,2026-09-07 04:00:00,14785.179677585122
NYIS,2026-09-07 05:00:00,14033.27610500504
NYIS,2026-09-07 06:00:00,13713.337743495822
NYIS,2026-09-07 07:00:00,13423.542235559229
NYIS,2026-09-07 08:00:00,13316.339234929115
NYIS,2026-09-07 09:00:00,13421.385485885141
NYIS,2026-09-07 10:00:00,13844.664980009195
NYIS,2026-09-07 11:00:00,14528.962158513375
NYIS,2026-09-07 12:00:00,14544.767424288968
NYIS,2026-09-07 13:00:00,14765.819798537625
NYIS,2026-09-07 14:00:00,15658.949030843016
NYIS,2026-09-07 15:00:00,16614.47049958501
NYIS,2026-09-07 16:00:00,17600.554742662323
NYIS,2026-09-07 17:00:00,18145.85157866239
NYIS,2026-09-07 18:00:00,18659.574714200186
NYIS,2026-09-07 19:00:00,19053.7289498529
NYIS,2026-09-07 20:00:00,19547.728292461856
NYIS,2026-09-07 21:00:00,20026.32588922468
NYIS,2026-09-07 22:00:00,20589.784851978933
NYIS,2026-09-07 23:00:00,20167.63420895325
NYIS,2026-09-08 00:00:00,19489.272860219608
NYIS,2026-09-08 01:00:00,20783.850505730225
NYIS,2026-09-08 02:00:00,19643.124585774047
NYIS,2026-09-08 03:00:00,18294.47801072977
NYIS,2026-09-08 04:00:00,17024.558931200605
NYIS,2026-09-08 05:00:00,15980.306798106503
NYIS,2026-09-08 06:00:00,15302.175385289152
NYIS,2026-09-08 07:00:00,14696.700200063664
NYIS,2026-09-08 08:00:00,14192.080442471957
NYIS,2026-09-08 09:00:00,14017.282368318385
NYIS,2026-09-08 10:00:00,14146.254772265067
NYIS,2026-09-08 11:00:00,14791.838992947985
NYIS,2026-09-08 12:00:00,15884.00161157024
NYIS,2026-09-08 13:00:00,16763.85575022122
NYIS,2026-09-08 14:00:00,17423.676299363688
NYIS,2026-09-08 15:00:00,18030.963754739423
NYIS,2026-09-08 16:00:00,18753.57828206683
NYIS,2026-09-08 17:00:00,19415.523957269248
NYIS,2026-09-08 18:00:00,19904.365604923027
NYIS,2026-09-08 19:00:00,20413.654270186547
NYIS,2026-09-08 20:00:00,20763.934741819583
NYIS,2026-09-08 21:00:00,21226.383710371236
NYIS,2026-09-08 22:00:00,21481.12961806918
